Class 0
s0103a 63.5382 63.8882
s0102a 61.7067 62.1467
s2502b 115.883 116.313
s0102b 210.946 211.396
s0103a 172.002 172.412
s0103a 346.724 347.264
s0101a 527.174 527.564

Class 161
s2603b 318.372 318.762
s0101a 527.228 527.858

Class 162
s2503a 7.79775 8.12775
s0102b 154.446 154.905
s2603a 192.401 192.741
s2703a 171.251 171.561
s0102b 313.977 314.397
s2501b 455.003 455.343
s0101a 530.012 530.392
s2502a 587.698 588.098
s2503a 486.688 487.089

Class 163
s3102b 267.99 268.3
s0101a 531.19 531.5

Class 164
s0102b 166.678 167.288
s2601a 455.847 456.177
s0101a 536.165 536.565

Class 165
s2603b 346.513 347.043
s0101a 545.057 545.527

Class 166
s0101a 546.56 546.91
s2501a 556.278 556.688

Class 167
s0101b 40.4177 40.8877
s2502b 393.995 394.645
s0101a 547.184 547.657
s0102a 562.888 563.368
s2502a 574.966 575.286

Class 168
s2501b 415.632 415.992
s0101a 547.419 547.74

Class 169
s0103a 57.1479 57.5579
s0101a 567.585 567.935

Class 170
s0101b 9.35425 9.70425
s0102b 85.2408 85.5808
s0101a 574.099 574.526
s0101a 577.849 578.289

Class 171
s0102b 414.603 415.223
s0101a 577.569 578.159

Class 172
s0102a 137.639 137.979
s0102b 260.372 260.752
s0103a 392.097 392.687
s0102b 416.547 417.297
s0101a 595.838 596.313

Class 173
s0102b 349.441 350.021
s0102a 480.857 481.197
s0101a 596.043 596.358

Class 174
s0101b 2.73031 3.08031
s0103a 22.2316 22.7416

Class 175
s0101b 3.87944 4.28944
s0102a 299.861 301.031

Class 176
s0101b 9.38175 9.79925
s3101b 194.977 195.397
s0103a 398.913 399.723
s0101b 350.072 350.672
s3102b 537.684 538.044

Class 177
s0101b 10.0617 10.8217
s0103a 64.5182 65.0282

Class 178
s0101b 15.8321 16.2321
s0102a 366.727 367.237

Class 179
s0101b 20.0406 20.4672
s3101b 35.9009 36.3509
s0103a 68.7844 69.4744
s0103a 272.269 272.639
s3102b 249.172 249.542
s2503b 311.378 311.938
s2502a 531.08 531.64

Class 180
s0101b 21.9234 22.2534
s2503a 367.718 368.278

Class 181
s0101b 39.8077 40.5078
s0102b 434.887 435.437

Class 182
s0101b 39.9078 40.8644
s2501b 90.0195 90.7495
s2603b 87.0502 88.2102
s2502a 569.146 569.826

Class 183
s2601a 89.5392 90.0593
s0101b 40.2998 40.8131
s2603a 119.02 119.72
s0102a 111.467 111.817
s2603a 220.028 220.498
s2601a 254.034 254.454
s2503a 149.647 150.277
s2501b 288.751 289.301
s2602a 376.687 377.137
s2502b 393.615 394.395
s2603b 373.256 373.646
s2503a 387.848 388.322
s2602a 498.121 498.541
s2503b 453.263 453.613
s2503b 461.02 461.63

Class 184
s2601a 89.5392 90.0593
s0101b 40.3128 40.7744
s0102a 111.467 111.817
s2603a 220.028 220.498
s2601a 254.034 254.454
s2503a 149.647 150.277
s2501b 288.751 289.301
s0102b 355.433 355.773
s2602a 376.687 377.137
s2603b 373.256 373.646
s2602a 498.121 498.541
s2503b 453.263 453.613
s2503b 461.02 461.63

Class 185
s2501b 30.301 30.651
s2601a 91.9558 92.4358
s0101b 40.5277 40.8678
s0102a 480.047 480.397

Class 186
s0103a 53.0834 54.1334
s0101b 41.2973 41.7373

Class 187
s0101b 42.5503 42.8603
s2602a 276.849 277.159
s2603b 184.935 185.245
s2602a 345.137 345.477

Class 188
s0101b 44.5779 44.9179
s2602a 249.845 250.375

Class 189
s0101b 49.8681 50.2881
s0101b 57.8252 58.2152

Class 190
s0101b 51.6265 51.9965
s0102a 314.877 315.677

Class 191
s0101b 90.0506 90.4581
s0102b 422.188 422.738
s0102b 425.709 426.189
s0102a 495.666 496.036
s0102a 544.038 544.558

Class 192
s0101b 90.0706 90.5231
s0102b 422.188 422.738
s0102a 495.666 496.036
s0102a 544.038 544.558
s0102a 575.465 575.875

Class 193
s0103a 70.3144 70.8744
s0101b 98.1766 98.5166
s0101b 314.465 314.785

Class 194
s2302b 7.25275 7.56275
s0102b 67.7362 68.3562
s0102b 82.8696 83.2596
s0103a 83.8878 84.1978
s0101b 100.769 101.132
s2603b 318.212 318.692
s2602a 381.305 381.635
s0102b 488.628 488.958
s3102a 438.424 438.774

Class 195
s2602b 2.93206 3.28206
s2601a 85.5504 85.8604
s0101b 102.569 102.928
s2501b 192.786 193.206
s0103a 339.248 339.568
s0102a 330.234 330.814
s2503a 276.289 276.639

Class 196
s0102b 56.2364 56.9164
s0101b 106.55 107.01

Class 197
s0101b 111.184 111.754
s0102a 478.428 479.158

Class 198
s2503a 91.1353 91.6853
s0101b 111.634 112.454

Class 199
s0101b 111.967 112.524
s0103a 328.615 328.965
s0102b 344.139 344.529
s0103a 356.259 356.779

Class 200
s0101b 112.109 112.834
s0102b 532.033 532.493
s2501b 511.937 512.667

Class 201
s0101b 112.754 113.094
s0101b 128.098 128.458

Class 202
s0103a 85.5743 86.1543
s0101b 113.959 114.479
s2502b 210.999 211.489
s0103a 330.514 331.224
s0102a 477.938 478.508
s0102a 566.259 567.259

Class 203
s0102b 209.966 210.356
s0101b 115.972 116.382

Class 204
s0101b 117.155 117.805
s0103a 271.689 272.479

Class 205
s0101b 117.455 117.785
s0102a 501.764 502.274

Class 206
s0101b 118.99 119.5
s0101b 351.906 352.236
s0102b 463.378 463.818
s0102a 465.771 466.171
s0102a 506.334 506.924

Class 207
s0101b 122.115 122.605
s0103a 400.882 401.682

Class 208
s0101b 122.38 122.785
s2601a 267.13 267.45
s0101b 128.018 128.548

Class 209
s0103a 63.0082 63.7882
s0102b 163.227 163.857
s0103a 137.777 138.167
s2603b 157.474 157.784
s0101b 124.71 125.149
s0102a 203.968 204.358
s0102a 422.738 423.648
s0102a 459.081 459.581

Class 210
s0101b 124.67 125.61
s0102b 457.792 459.482

Class 211
s0101b 124.888 125.548
s0101b 148.43 149.06
s0102b 351.251 352.181
s0103a 403.672 404.062
s0102a 371.815 372.745
s0102a 429.347 430.457

Class 212
s0101b 125.17 125.61
s0102a 497.836 498.386

Class 213
s2003b 105.136 105.466
s0101b 127.23 127.64
s0102a 470.892 471.662

Class 214
s0103a 17.6001 18.1201
s0103a 184.936 185.536
s0101b 127.444 127.798
s2503a 218.447 218.947
s0103a 338.858 339.368
s2501b 376.266 376.656

Class 215
s0102a 24.5343 24.9343
s0103a 17.8901 18.2201
s0102b 78.6534 79.0734
s0103a 58.526 58.936
s2503b 43.3715 43.7315
s0103a 81.6428 82.1128
s2502b 100.394 100.764
s0102b 163.607 163.927
s2502b 115.693 116.133
s2503b 147.763 148.133
s0103a 193.7 194.05
s0101b 128.107 128.522
s3101b 200.872 201.272
s0102b 269.603 269.943
s2501b 273.636 274.156
s0102a 261.418 262.208
s3102b 285.496 285.886
s0101b 260.849 261.229
s0103a 377.977 378.297
s3102b 338.051 338.381
s0102a 342.401 342.961
s2501b 383.311 383.661
s2502a 415.442 415.842
s0102b 455.158 455.558
s0102b 509.028 509.438
s2601a 503.642 503.952
s3101a 472.88 473.21
s0102a 549.397 549.797

Class 216
s0103a 58.526 58.936
s2503b 43.3715 43.7315
s2502b 100.394 100.764
s0102b 163.607 163.927
s2602b 148.47 149
s0101b 128.189 128.59
s3101b 200.872 201.272
s0102b 269.603 269.943
s2501b 273.636 274.156
s2602a 368.874 369.194
s3102b 338.051 338.381
s0102a 342.401 342.961
s0101b 351.946 352.306
s2501b 383.311 383.661
s2502a 415.442 415.842
s0102b 455.158 455.558
s0102a 441.066 441.716
s2601a 503.642 503.952

Class 217
s0102b 66.0967 66.4267
s0101b 128.403 128.723
s0102b 438.72 439.25

Class 218
s2601a 66.9569 67.5369
s2703b 11.1339 11.4539
s0102b 85.8108 86.6408
s3001a 112.65 113.255
s2702b 123.219 123.539
s2503a 142.082 142.552
s0103a 193.93 194.4
s0103a 216.252 216.572
s0101b 130.348 130.685
s0101b 131.367 131.677
s0102a 210.499 210.879
s0102a 302.746 303.576
s2501b 337.144 337.694
s0102a 344.446 344.916
s2603b 381.48 381.79
s2302a 332.803 333.123
s2503a 468.908 469.308
s2301b 315.916 316.236

Class 219
s0102b 209.186 209.516
s0101b 131.047 131.467

Class 220
s0102b 64.0457 64.3957
s0103a 89.0756 89.5156
s0102b 147.489 147.929
s0103a 146.74 147.071
s0103a 158.057 158.437
s0101b 131.289 131.717
s0102b 301.59 302
s0102a 250.552 250.931
s0102b 312.333 312.843
s0102b 350.331 350.661
s0102b 432.136 432.526
s0102a 430.107 430.947
s0102a 545.802 546.442
s2501a 554.658 554.978
s3102a 599.528 599.838

Class 221
s0102b 56.6564 57.1664
s0103a 185.457 185.917
s0101b 132.202 132.637

Class 222
s0101b 136.465 136.895

Class 223
s0103a 180.414 181.104
s0101b 136.985 137.505

Class 224
s0101b 139.118 139.628
s2501b 393.742 394.222

Class 225
s2603b 25.5759 25.9659
s0101b 141.137 141.548
s2501b 273.646 274.176
s0102a 554.958 555.438

Class 226
s2503a 116.467 117.077
s2602b 176.209 176.559
s2501b 229.646 230.026
s0101b 146.307 146.765
s0102a 506.344 506.814
s2502a 573.836 574.376

Class 227
s0101b 146.811 147.151
s0101b 351.796 352.216

Class 228
s0103a 192.44 192.91
s0101b 148.21 148.56

Class 229
s0101b 148.387 149.06
s0102b 398.522 399.142
s0102a 359.514 360.264
s0102b 508.508 509.178

Class 230
s0102b 151.631 152.041
s2704a 190.986 191.346
s0101b 148.413 148.876
s0103a 276.682 277.252
s0102a 315.227 315.637
s0102b 398.522 399.142
s2503b 314.79 315.11
s0102a 412.869 413.189
s0102b 508.508 509.178
s0102b 514.871 515.421

Class 231
s0101b 148.43 149.31
s0102a 481.767 482.747

Class 232
s0102a 131.455 131.785
s0103a 159.26 159.57
s0101b 148.812 149.152
s0103a 386.99 387.589
s0102b 396.308 396.717

Class 233
s0102a 131.455 131.785
s0103a 159.26 159.57
s2502b 232.284 233.103
s0101b 148.8 149.236
s0103a 337.728 338.388
s0103a 386.99 387.589

Class 234
s3101a 52.3088 52.6988
s0102a 79.0893 79.5192
s0101b 149.98 150.46

Class 235
s0101b 159.362 160.092
s2502b 393.975 394.555

Class 236
s0101b 159.582 159.962
s0102a 359.914 360.474
s3101b 442.335 442.895

Class 237
s0101b 159.602 160.292
s3102b 390.441 391.181

Class 238
s3102a 133.549 134.089
s3102a 197.558 197.958
s0101b 159.899 160.342
s0103a 276.482 277.002
s2702a 331.786 332.136

Class 239
s2703b 11.0739 11.4039
s0102b 86.1508 86.5808
s2702b 109.873 110.353
s0101b 248.872 249.285
s2502a 403.225 403.615
s2502b 484.143 484.483
s2701a 598.009 598.339

Class 240
s2603b 55.4363 55.7663
s3302a 159.415 160.165
s0103a 285.359 285.879
s0101b 254.734 255.222
s0102b 438.5 439.25
s3302b 528.547 528.857
s0102a 476.668 477.208

Class 241
s0102b 151.791 152.461
s0101b 256.861 257.311

Class 242
s2603a 334.837 335.767
s0101b 257.281 258.081

Class 243
s0101b 257.721 258.071
s3101a 362.385 362.965

Class 244
s0101b 259.218 259.638
s0102a 440.726 441.446

Class 245
s0101b 260.264 261.229
s0102a 321.156 322.146
s0102a 461.467 461.997

Class 246
s0101b 260.869 261.229
s0102b 506.908 507.338

Class 247
s0103a 137.354 137.664
s0102a 259.362 259.752
s0102a 342.011 342.751
s0101b 299.937 300.327
s0102b 419.2 419.67

Class 248
s0103a 116.435 116.785
s0101b 300.69 301.045
s0102a 424.088 424.418

Class 249
s0102a 303.416 303.856
s0101b 302.15 302.52

Class 250
s2601a 266.67 267.5
s0102a 253.396 253.756
s0101b 314.51 315
s0102a 465.531 466
s0102a 560.411 561.081

Class 251
s2603b 65.9326 66.2726
s3102b 119.07 119.74
s2502a 177.283 177.603
s2601b 152.891 153.401
s0101b 344.227 344.597
s0102b 365.902 366.358
s0102b 454.508 455.018

Class 252
s3103a 93.7083 94.0783
s0102b 349.421 349.871
s0101b 346.164 346.499

Class 253
s2603b 54.2516 55.0616
s0101b 348.642 349.012

Class 254
s3103a 93.5183 93.8883
s0102a 261.308 262.218
s0101b 349.285 349.752
s2303b 409.655 410.325

Class 255
s0103a 22.2216 23.0416
s0101b 349.602 351.002

Class 256
s0102b 82.8596 83.2496
s0101b 349.997 350.392
s0102b 506.858 507.328

Class 257
s0102a 296.889 297.739
s0101b 349.942 350.752

Class 258
s0102b 149.911 150.501
s0101b 350.262 350.732
s0102b 442.678 443.128

Class 259
s0102a 26.994 27.544
s0102b 158.067 158.607
s0101b 350.417 350.947

Class 260
s0101b 351.186 351.526
s0102b 438.72 439.26

Class 261
s0102a 24.5543 24.9643
s0102b 82.8796 83.2996
s3103a 153.7 154.09
s2602b 176.169 176.529
s0103a 268.941 269.331
s0102a 261.758 262.248
s0103a 341.698 342.338
s0102b 334.036 334.356
s0103a 387.44 387.839
s0103a 403.612 404.002
s0101b 351.924 352.269
s0102a 428.987 429.457
s2602b 534.221 534.621
s2501a 554.608 555.008
s2501a 585.479 585.859

Class 262
s0103a 58.466 59.126
s0101b 358.761 359.221

Class 263
s0102b 210.156 210.476
s0103a 180.424 180.904
s0103a 401.252 401.722
s0102b 463.498 464.068
s0101b 419.481 419.858

Class 264
s0102b 190.97 191.34
s0102a 176.977 177.377
s0102a 259.472 259.982
s0102b 394.583 394.923
s0101b 435.708 436.176

Class 265
s2501b 211.83 212.21
s0101b 515.452 515.782
s0102a 478.788 479.148

Class 266
s0103a 70.5544 70.9044
s0101b 524.339 524.759

Class 267
s0103a 81.6328 81.9627
s0102a 131.365 131.785
s0102a 225.513 226.013
s0101b 524.569 525.116

Class 268
s0103a 81.6328 81.9627
s0102a 131.365 131.785
s0102a 213.398 214.438
s0101b 524.592 525.186

Class 269
s2501b 26.9504 27.2904
s0103a 386.979 387.589
s2602a 406.557 406.997
s0101b 524.862 525.249

Class 270
s2601a 85.1804 85.7004
s2004a 314.462 314.842
s0103a 282.853 283.313
s2603b 315.347 315.847
s0101b 526.646 527.078

Class 271
s0102a 22.3589 22.6889
s2602b 10.8234 11.1734
s0103a 169.254 169.684
s2603b 318.182 318.632

Class 272
s0102a 22.4356 22.8956
s2602b 10.8234 11.1734
s2603b 349.205 349.755
s2501a 554.688 555.098

Class 273
s0102a 24.5643 24.9743
s3102a 345.579 345.949
s0102a 462.998 463.318

Class 274
s0102a 25.5636 25.9853
s0102b 276.898 277.278
s2602b 259.9 260.34
s2603a 305.891 306.281
s0102b 307.003 307.703
s0102b 349.481 350.051
s2501a 493.899 494.219

Class 275
s0102a 26.77 27.724
s0103a 77.2514 78.0214
s0102a 129.195 130.275
s0103a 269.731 270.501
s0102a 477.958 479.128
s0102a 519.172 519.772

Class 276
s0102a 30.4679 30.8799
s2502a 111.804 112.154
s2502b 157.053 157.373
s0103a 339.058 339.498
s2501a 493.859 494.199
s2502a 531.08 531.4

Class 277
s0102a 32.4666 32.8866
s2602b 148.5 148.889

Class 278
s0102a 34.1268 34.6568
s0102b 312.003 312.623

Class 279
s0102a 35.9522 36.3106
s0103a 166.446 166.836
s0103a 182.762 183.172
s0102a 227.502 227.833
s0102a 324.865 325.255
s0102b 454.438 454.918
s0102b 463.598 464.058

Class 280
s0102a 40.8911 41.2311
s2902a 115.606 115.946

Class 281
s0102a 49.1299 50.3899
s0103a 193.37 194.11
s0102b 348.231 349.401

Class 282
s0103a 52.5834 53.3634
s0102a 49.7199 50.3999

Class 283
s0103a 51.7534 53.2834
s0102a 58.3696 58.8996
s0102a 152.884 153.384

Class 284
s2501b 30.041 30.631
s0102a 58.6046 59.2179
s2502b 158.033 158.353
s2502a 226.534 227.143
s0103a 280.872 281.272
s0103a 347.394 347.834
s2501a 378.088 378.408

Class 285
s0103a 55.1769 55.7569
s0102a 58.6346 59.0446
s0103a 280.872 281.272

Class 286
s0102a 58.8646 59.1846
s2601b 240.827 241.147

Class 287
s2601a 95.7473 96.1373
s0102a 58.9946 59.4146
s2602a 408.167 408.697

Class 288
s0102a 59.1596 59.6046
s0102a 329.914 330.444
s0102b 416.717 417.287

Class 289
s0102a 60.5427 60.9802
s0102a 175.089 175.629
s0102a 199.15 199.54
s0102a 217.51 217.86
s0102a 478.538 479.068

Class 290
s0102b 85.8508 86.3408
s0102a 60.7478 61.1878

Class 291
s0102a 61.3633 61.75
s0102b 259.972 260.742
s0102b 318.461 318.851
s0102a 564.085 564.525

Class 292
s0102a 61.6967 62.1467
s0102b 194.453 194.873

Class 293
s0102a 64.2239 64.9389
s0103a 335.759 336.409
s0102a 505.534 506.334

Class 294
s0102a 77.4868 77.9718
s3101a 99.9827 101.123
s2503a 135.184 135.684
s0102b 349.211 349.731
s2601b 464.48 464.84

Class 295
s0102a 78.7793 79.3293
s2502a 427.752 428.232

Class 296
s2602a 100.995 101.535
s2001b 256.698 257.018
s0102a 79.0911 79.5326
s2603a 133.943 134.283
s2503b 112.778 113.148
s2503a 108.022 108.341
s3101b 153.199 153.579
s3102b 179.167 179.507
s0102b 268.119 268.509
s2502a 280.581 281.491
s2503b 228.124 228.554
s2501b 271.153 271.543
s2503b 301.998 302.508
s2502b 381.095 381.535
s2502b 385.047 386.207
s2503b 324.237 324.867
s2502b 412.584 413.544
s0102a 407.303 407.653
s2502b 444.863 445.223
s0102a 486.953 487.303
s2503a 418.593 418.933

Class 297
s0102a 97.9209 98.2609
s0102a 568.009 568.459

Class 298
s2001a 155.042 155.462
s0102a 99.8231 100.243
s2602a 254.88 255.419

Class 299
s3103a 57.5342 57.9342
s0102a 106.186 106.586

Class 300
s2502b 38.4382 38.7682
s0102a 111.512 111.909
s2502b 146.429 146.849
s2501a 429.713 430.043
s2501b 547.985 548.555

Class 301
s0102a 122.748 123.253
s0102a 461.387 461.937
s0102a 551.549 551.949

Class 302
s0102a 122.993 123.358
s0103a 346.754 347.134
s0102b 414.803 415.263

Class 303
s0102b 152.351 152.691
s0102a 126.537 126.927
s0102b 431.606 432.516

Class 304
s0102a 127.845 128.345
s0102a 208.225 208.695

Class 305
s0102a 128.845 129.265
s0102b 414.463 414.943

Class 306
s0102a 129.185 129.695
s0102b 318.701 319.121

Class 307
s0102a 130.405 131.795
s0103a 400.442 401.072

Class 308
s0102a 130.605 131.385
s0102a 197.9 198.25

Class 309
s0102a 130.705 131.765
s0103a 359.358 360.288
s0102a 370.825 371.815

Class 310
s0102b 70.2012 70.8812
s0102a 130.845 131.425

Class 311
s0102b 56.4864 56.9164
s0102b 87.3052 87.8152
s0102a 131.156 131.76
s0103a 166.056 166.676
s0103a 177.764 178.554
s0103a 188.695 189.315
s0102b 269.333 269.793
s0102a 215.458 215.858
s0103a 282.403 283.033
s0102a 355.219 356.089
s0102b 432.006 432.396
s0102b 454.468 454.958

Class 312
s0102b 77.3834 77.9434
s0102b 82.8796 83.2596
s0102a 131.475 131.838
s0102a 203.848 204.288
s0102a 481.067 481.497

Class 313
s0103a 52.8234 53.6134
s0102b 157.053 157.483
s0102a 132.534 133.031
s0102b 306.483 306.923
s0102b 534.761 535.231

Class 314
s0102b 157.053 157.483
s0102a 132.541 133.081
s0102b 306.483 306.923
s0102a 371.635 372.205
s0102b 534.761 535.231

Class 315
s0102a 132.752 133.344
s0102a 137.719 138.739
s0103a 216.262 216.642
s0103a 358.378 358.868
s0102a 319.264 320.174
s0102a 468.077 468.627

Class 316
s0102a 136.949 137.369
s0102a 323.235 324.095

Class 317
s0102a 136.969 137.879
s0102a 572.785 573.495

Class 318
s0102a 137.369 137.859
s0102b 508.298 508.838

Class 319
s0103a 20.1274 20.5774
s0102a 137.599 138.344
s0103a 215.862 216.842

Class 320
s0102a 137.624 138.039
s0102b 210.686 211.106
s0103a 192.22 192.54

Class 321
s0102b 86.2908 86.6008
s0102a 137.969 138.327
s0103a 340.228 340.908
s3101b 463.264 463.684
s2602a 498.971 499.631
s0102b 554.368 554.868

Class 322
s0102a 138.822 139.552
s0102a 507.357 507.677

Class 323
s0102a 138.852 139.162
s0103a 195.042 195.482

Class 324
s2502b 82.0781 82.6381
s0102a 140.312 140.772

Class 325
s0102a 140.967 141.457
s3101a 392.468 393.118
s0102a 519.962 520.282

Class 326
s0103a 109.561 110.471
s0102a 141.202 142.165
s0102a 478.628 479.158
s0102a 582.505 583.105

Class 327
s0103a 20.4774 20.8074
s0102b 143.917 144.697
s0102a 141.449 142.072
s0102a 343.976 344.626

Class 328
s2302b 10.4888 10.8288
s0102b 90.5092 90.8192
s2601a 100.883 101.193
s2601a 117.514 117.834
s2601a 134.591 134.952
s2603a 119.18 119.56
s2603b 65.9226 66.2526
s2001b 362.217 362.527
s2502a 152.093 152.453
s3101a 100.243 100.583
s0102a 141.851 142.199
s2601b 147.997 148.317
s3102a 179.554 179.935
s0102b 278.135 278.565
s2603b 199.048 199.358
s2601b 215.029 215.339
s0103a 270.111 270.501
s3303b 238.734 239.174
s0103a 288.955 289.315
s2603b 245.06 245.37
s3002a 342.767 343.147
s2602a 348.193 348.633
s2603b 315.297 315.647
s2602b 314.93 315.38
s0103a 386.12 386.63
s0102a 345.187 345.532
s0103a 403.672 403.992
s3102a 364.142 364.452
s0102a 369.875 370.195
s2502a 403.215 403.645
s2602a 449.587 449.977
s3102a 441.065 441.395
s2602b 544.182 544.662
s3101a 451.16 451.48
s2503a 368.058 368.418
s2502a 506.207 506.572
s2501a 497.641 497.951
s2502a 528.804 529.194
s2501a 554.638 555.148

Class 329
s2302b 10.4888 10.8288
s0102b 90.5092 90.8192
s2601a 100.883 101.193
s2601a 117.514 117.834
s2603a 123.54 123.95
s2603a 119.18 119.56
s2603b 65.9226 66.2526
s2001b 362.217 362.527
s2502a 152.093 152.453
s3101a 100.243 100.583
s0102a 141.862 142.21
s2601b 147.997 148.317
s3102a 179.554 179.935
s0102b 278.135 278.565
s2603b 199.048 199.358
s2601b 215.029 215.339
s0103a 270.111 270.501
s3303b 238.734 239.174
s0103a 288.955 289.315
s2603b 245.06 245.37
s3002a 342.767 343.147
s2602a 348.193 348.633
s2603b 315.297 315.647
s0103a 386.12 386.63
s3101b 356.077 356.387
s0103a 403.672 403.992
s3102a 364.142 364.452
s0102a 369.875 370.195
s2502a 403.215 403.645
s2602a 449.587 449.977
s3102a 441.065 441.395
s2602b 544.182 544.662
s3101a 451.16 451.48
s2503a 368.058 368.418
s2502a 506.207 506.572
s2501a 497.641 497.951

Class 330
s0102a 141.772 142.942
s2502b 146.959 147.519

Class 331
s0102a 142.282 143.442
s0102a 347.629 348.789

Class 332
s0102b 138.698 139.208
s0102a 142.75 143.32
s0103a 188.705 189.165
s0102a 213.278 213.958
s2601a 570.393 570.773
s0102a 543.568 544.198

Class 333
s0102a 143.022 143.442
s0102b 275.661 276.321

Class 334
s0103a 17.1801 17.7901
s0102a 143.342 143.962

Class 335
s0103a 7.01213 7.32212
s0102a 144.65 145.04

Class 336
s0103a 150.391 150.721
s0102a 145.559 146.049

Class 337
s0102a 146.703 147.123
s0102a 215.528 215.878

Class 338
s0102a 147 147.603
s0102a 197.48 198.24
s0103a 363.771 364.421
s0102a 355.039 355.809

Class 339
s0102a 148.475 148.985
s3101b 237.471 237.901
s3102a 268.908 269.368
s0102a 299.951 300.331

Class 340
s2503a 71.5699 71.8799
s2501b 127.394 127.794
s0102a 148.872 149.212
s2502b 481.652 482.182

Class 341
s0102a 149.108 149.538
s0102a 308.617 308.947

Class 342
s0102a 165.227 165.807
s0103a 191.71 192.53
s0103a 337.868 338.538
s0102a 366.647 367.247

Class 343
s0102a 175.074 175.404
s0102b 268.139 268.759
s0102a 253.516 253.826

Class 344
s0102b 93.0458 93.5458
s0102a 175.079 175.679

Class 345
s2501b 77.1581 77.5381
s0102a 175.932 176.314
s2702a 153.734 154.044
s2502b 227.307 227.667
s2501a 312.231 312.651
s2503a 282.106 282.466
s2601a 560.958 561.438
s2502a 526.085 526.525
s2503a 430.541 431.061
s2501a 600.951 601.321

Class 346
s0102a 176.707 177.047
s2603a 309.501 309.911
